name,schedulable,time
NXT Motion_11_4_235,False,1.9722633361816406
NXT Motion_11_4_240,False,2.122042655944824
NXT Motion_11_4_245,False,2.141045570373535
NXT Motion_11_4_250,False,2.2920825481414795
NXT Motion_11_5_200,False,1.8089985847473145
NXT Motion_11_5_205,False,1.9219474792480469
NXT Motion_11_5_210,False,1.7332961559295654
NXT Motion_11_5_215,False,1.9568886756896973
NXT Motion_11_5_220,False,1.7624139785766602
NXT Motion_11_5_225,False,1.9726104736328125
NXT Motion_11_5_230,False,1.806114673614502
NXT Motion_11_5_235,False,1.8146638870239258
NXT Motion_11_5_240,False,1.7324597835540771
NXT Motion_11_5_245,False,1.9080429077148438
NXT Motion_11_5_250,False,1.8725438117980957
NXT Motion_12_2_200,False,2.6856305599212646
NXT Motion_12_2_205,False,2.5781285762786865
NXT Motion_12_2_210,False,2.3151299953460693
NXT Motion_12_2_215,False,2.498176336288452
NXT Motion_12_2_220,False,2.235560178756714
NXT Motion_12_2_225,False,2.66151762008667
NXT Motion_12_2_230,False,2.597261667251587
NXT Motion_12_2_235,False,2.43457293510437
NXT Motion_12_2_240,False,2.572538137435913
NXT Motion_12_2_245,False,2.4998857975006104
NXT Motion_12_2_250,False,2.445472002029419
NXT Motion_12_3_200,False,2.050269603729248
NXT Motion_12_3_205,False,2.1410462856292725
NXT Motion_12_3_210,False,2.1525967121124268
NXT Motion_12_3_215,False,2.261178970336914
NXT Motion_12_3_220,False,2.0470376014709473
NXT Motion_12_3_225,False,2.1620025634765625
NXT Motion_12_3_230,False,2.038698673248291
NXT Motion_12_3_235,False,2.2584357261657715
NXT Motion_12_3_240,False,2.1917614936828613
NXT Motion_12_3_245,False,2.109807252883911
NXT Motion_12_3_250,False,2.2517447471618652
NXT Motion_12_4_200,False,2.0361738204956055
NXT Motion_12_4_205,False,2.211867332458496
NXT Motion_12_4_210,False,1.9463989734649658
NXT Motion_12_4_215,False,2.1723031997680664
NXT Motion_12_4_220,False,1.9419620037078857
NXT Motion_12_4_225,False,2.0100173950195312
NXT Motion_12_4_230,False,1.9979431629180908
NXT Motion_12_4_235,False,1.8410415649414062
NXT Motion_12_4_240,False,1.9530565738677979
NXT Motion_12_4_245,False,2.061835289001465
NXT Motion_12_4_250,False,1.846850872039795
NXT Motion_12_5_200,False,1.934779167175293
NXT Motion_12_5_205,False,1.8571979999542236
NXT Motion_12_5_210,False,1.8430538177490234
NXT Motion_12_5_215,False,1.8250024318695068
NXT Motion_12_5_220,False,1.895263433456421
NXT Motion_12_5_225,False,1.8485054969787598
NXT Motion_12_5_230,False,1.8473222255706787
NXT Motion_12_5_235,False,2.0267677307128906
NXT Motion_12_5_240,False,1.7485604286193848
NXT Motion_12_5_245,False,1.861393928527832
NXT Motion_12_5_250,False,1.8720543384552002
NXT Motion_13_2_200,False,2.609586715698242
NXT Motion_13_2_205,False,2.3663430213928223
NXT Motion_13_2_210,False,2.381959915161133
NXT Motion_13_2_215,False,2.4930355548858643
NXT Motion_13_2_220,False,2.555237054824829
