name,schedulable,time
Flexray_0.5,True,27.222898483276367
Flexray_0.51,True,27.020678281784058
Flexray_0.52,True,35.184183835983276
Flexray_0.53,True,38.32836556434631
Flexray_0.54,True,39.57735729217529
Flexray_0.55,True,45.71241807937622
Flexray_0.56,True,39.690451860427856
Flexray_0.57,True,46.141881465911865
Flexray_0.58,True,42.0516095161438
Flexray_0.59,True,40.32108116149902
Flexray_0.6,True,53.25905466079712
Flexray_0.61,True,44.32590460777283
Flexray_0.62,True,43.43294620513916
Flexray_0.63,True,42.117626667022705
Flexray_0.64,True,41.436769008636475
Flexray_0.65,True,52.53672218322754
Flexray_0.66,True,44.4057719707489
Flexray_0.67,True,43.4013409614563
Flexray_0.68,False,39.258260011672974
Flexray_0.69,False,27.140613794326782
Flexray_0.7,False,30.640257596969604
Flexray_0.71,False,32.21266579627991
Flexray_0.72,False,30.07535457611084
Flexray_0.73,False,28.395448446273804
Flexray_0.74,False,27.58843469619751
Flexray_0.75,False,33.40017104148865
Flexray_0.76,False,29.73479199409485
Flexray_0.77,False,26.882444143295288
Flexray_0.78,False,24.830467462539673
Flexray_0.79,False,25.29942536354065
Flexray_0.8,False,28.558494091033936
Flexray_0.81,False,26.775820016860962
Flexray_0.82,False,24.47689199447632
Flexray_0.83,False,24.988580226898193
Flexray_0.84,False,23.490909576416016
Flexray_0.85,False,25.944793939590454
Flexray_0.86,False,25.513550519943237
Flexray_0.87,False,25.713576793670654
Flexray_0.88,False,24.93294882774353
Flexray_0.89,False,22.914032697677612
Flexray_0.9,False,27.630101680755615
Flexray_0.91,False,23.287444353103638
Flexray_0.92,False,24.80841588973999
Flexray_0.93,False,22.38454842567444
Flexray_0.94,False,18.976646661758423
Flexray_0.95,False,25.03310990333557
Flexray_0.96,False,20.63909602165222
Flexray_0.97,False,22.724156618118286
Flexray_0.98,False,22.51187491416931
Flexray_0.99,False,22.911205530166626
Flexray_1.0,False,24.16554355621338
NXT Motion (specialized)_0.5,False,0.9858591556549072
NXT Motion (specialized)_0.51,False,0.8833060264587402
NXT Motion (specialized)_0.52,False,0.8242535591125488
NXT Motion (specialized)_0.53,False,0.8178267478942871
NXT Motion (specialized)_0.54,False,0.8638184070587158
NXT Motion (specialized)_0.55,False,0.7909393310546875
NXT Motion (specialized)_0.56,False,0.7890172004699707
