name,schedulable,makespan,CALAPCalculationTime,schedulerTime
NXT Motion_12_5_200,False,1792.9541832649427,0.5165469646453857,1.1838102340698242
NXT Motion_12_5_205,False,1775.2462820736152,0.4879450798034668,1.1425812244415283
NXT Motion_12_5_210,False,1775.2519387223688,0.5420124530792236,1.026611566543579
NXT Motion_12_5_215,False,1788.9646129018117,0.5085043907165527,1.1238477230072021
NXT Motion_12_5_220,False,1772.4037716109278,0.43314337730407715,1.3061144351959229
NXT Motion_12_5_225,False,1777.5795765416804,0.5139532089233398,1.1697142124176025
NXT Motion_12_5_230,False,1777.2515398298656,0.5220856666564941,1.202824592590332
NXT Motion_12_5_235,False,1793.194817254642,0.5453932285308838,1.2587549686431885
NXT Motion_12_5_240,False,1770.0855420997584,0.5091216564178467,1.413909912109375
NXT Motion_12_5_245,False,1778.652511857002,0.43387937545776367,1.0675461292266846
NXT Motion_12_5_250,False,1774.6309500042635,0.5141289234161377,1.120340347290039
NXT Motion_13_2_200,True,5753.825853463244,0.49883365631103516,3.443795919418335
NXT Motion_13_2_205,True,5714.843839752179,0.5341165065765381,3.494122266769409
NXT Motion_13_2_210,True,6293.102608454853,0.4966247081756592,3.4487693309783936
NXT Motion_13_2_215,True,6295.257268337292,0.5594451427459717,3.336099624633789
NXT Motion_13_2_220,True,5621.304626188795,0.5085842609405518,3.4772229194641113
NXT Motion_13_2_225,True,5792.735330162417,0.544093132019043,3.4477486610412598
NXT Motion_13_2_230,True,5877.140635065506,0.5251996517181396,3.5622146129608154
NXT Motion_13_2_235,True,5966.200526871172,0.43029141426086426,3.694136619567871
NXT Motion_13_2_240,True,6221.59378001318,0.5325238704681396,3.4747257232666016
NXT Motion_13_2_245,True,5970.259668042046,0.49395227432250977,3.456371307373047
NXT Motion_13_2_250,True,6172.1542779400825,0.5069944858551025,3.524641275405884
NXT Motion_13_3_200,False,2973.1105178313824,0.5086789131164551,1.5269677639007568
NXT Motion_13_3_205,True,4479.04658049089,0.521759033203125,3.2142350673675537
NXT Motion_13_3_210,True,4902.275149906493,0.5083987712860107,3.224388599395752
NXT Motion_13_3_215,True,4812.613233822454,0.5880565643310547,3.0689616203308105
NXT Motion_13_3_220,True,4850.293418928315,0.510249137878418,3.1839470863342285
NXT Motion_13_3_225,True,4470.147421595845,0.5495610237121582,3.1878483295440674
NXT Motion_13_3_230,True,4729.532596925325,0.5146996974945068,3.2927398681640625
NXT Motion_13_3_235,True,4883.100665099372,0.4459681510925293,3.1488754749298096
NXT Motion_13_3_240,False,2997.176331001772,0.5078227519989014,1.5825324058532715
NXT Motion_13_3_245,True,4796.088653630412,0.49918699264526367,3.13594651222229
NXT Motion_13_3_250,False,2982.482261172577,0.5168845653533936,1.6571464538574219
NXT Motion_13_4_200,False,2238.1275697376077,0.5155355930328369,1.4937975406646729
NXT Motion_13_4_205,False,2242.583627826835,0.5846188068389893,1.3891634941101074
NXT Motion_13_4_210,False,2231.4815491557656,0.5088498592376709,1.3900179862976074
NXT Motion_13_4_215,False,2239.630172391247,0.43418145179748535,1.4189796447753906
NXT Motion_13_4_220,False,2228.6008126507404,0.5083067417144775,1.3019371032714844
NXT Motion_13_4_225,False,2248.991559949994,0.5095806121826172,1.3239989280700684
NXT Motion_13_4_230,False,2243.55902795129,0.514535665512085,1.2850315570831299
NXT Motion_13_4_235,True,3738.220140964723,0.5125470161437988,3.070000410079956
NXT Motion_13_4_240,False,2248.4835252860116,0.49117302894592285,1.3869433403015137
NXT Motion_13_4_245,False,2236.203367149105,0.5180134773254395,1.4641578197479248
NXT Motion_13_4_250,False,2233.820929850601,0.4949488639831543,1.3490750789642334
NXT Motion_13_5_200,False,1770.5323439405136,0.5077981948852539,1.1975297927856445
NXT Motion_13_5_205,False,1796.6241919880283,0.5117523670196533,1.5145328044891357
NXT Motion_13_5_210,False,1778.7184366922527,0.557396411895752,1.1087608337402344
NXT Motion_13_5_215,False,1786.4594353832545,0.5065193176269531,1.2280831336975098
NXT Motion_13_5_220,False,1768.272305241626,0.5005099773406982,1.1161925792694092
NXT Motion_13_5_225,False,1791.4622852510345,0.5131387710571289,1.2642076015472412
NXT Motion_13_5_230,False,1771.8758796961567,0.5070593357086182,1.1615557670593262
NXT Motion_13_5_235,False,1767.5778903177454,0.55080246925354,0.9684672355651855
NXT Motion_13_5_240,False,1785.2186944927034,0.5011272430419922,1.3469455242156982
NXT Motion_13_5_245,False,1782.732726706678,0.43369007110595703,1.1664974689483643
NXT Motion_13_5_250,False,1793.9334941100688,0.510617733001709,1.237130880355835
NXT Motion_14_2_200,True,6127.513098868216,0.506096601486206,3.50146484375
NXT Motion_14_2_205,True,6007.686379740892,0.5378687381744385,3.3823623657226562
NXT Motion_14_2_210,True,5957.782480468455,0.5245521068572998,3.4046454429626465
NXT Motion_14_2_215,True,5679.578130541067,0.5532646179199219,3.375906229019165
NXT Motion_14_2_220,True,6005.283901051249,0.507246732711792,3.5602974891662598
NXT Motion_14_2_225,True,5985.530551630475,0.4294459819793701,3.500419855117798
NXT Motion_14_2_230,True,5857.5506850025195,0.5158097743988037,3.7830216884613037
NXT Motion_14_2_235,True,6035.108625761182,0.432905912399292,3.5134077072143555
NXT Motion_14_2_240,True,5779.301766717322,0.5150859355926514,3.499539852142334
NXT Motion_14_2_245,True,6473.841594622739,0.5020294189453125,3.525424003601074
NXT Motion_14_2_250,True,6379.873027692085,0.5095362663269043,3.496363639831543
NXT Motion_14_3_200,False,2990.1217164515074,0.5172486305236816,1.4327740669250488
NXT Motion_14_3_205,True,4645.429301815276,0.5384409427642822,3.165154218673706
NXT Motion_14_3_210,True,4730.503252711841,0.5161151885986328,3.183091163635254
NXT Motion_14_3_215,True,4766.330876754765,0.5624179840087891,3.117661952972412
NXT Motion_14_3_220,False,2987.4720739232844,0.5150272846221924,1.5531904697418213
NXT Motion_14_3_225,False,2995.295081677121,0.4509928226470947,1.5048468112945557
NXT Motion_14_3_230,False,2987.427658177477,0.5061323642730713,1.6219234466552734
NXT Motion_14_3_235,True,4672.571219665718,0.5013241767883301,3.199361562728882
NXT Motion_14_3_240,False,2983.209291737572,0.5262458324432373,1.6407034397125244
NXT Motion_14_3_245,True,4590.717591719375,0.5171961784362793,3.1565637588500977
NXT Motion_14_3_250,False,2998.3603075130122,0.5475180149078369,1.623990774154663
NXT Motion_14_4_200,False,2232.8757050636123,0.5157959461212158,1.308882474899292
NXT Motion_14_4_205,False,2243.5539591337383,0.43080925941467285,1.2602815628051758
NXT Motion_14_4_210,False,2246.4100570667597,0.5060861110687256,1.3836438655853271
NXT Motion_14_4_215,False,2243.7552050909403,0.504253625869751,1.3373315334320068
NXT Motion_14_4_220,False,2246.982586507507,0.5414667129516602,1.3722143173217773
NXT Motion_14_4_225,False,2230.932930845604,0.5144708156585693,1.4804885387420654
NXT Motion_14_4_230,False,2241.694348920265,0.4319424629211426,1.4250855445861816
NXT Motion_14_4_235,False,2241.308341125469,0.5201997756958008,1.3212571144104004
NXT Motion_14_4_240,False,2240.8634160632946,0.5114266872406006,1.3369722366333008
NXT Motion_14_4_245,False,2236.279758876973,0.5225763320922852,1.346337080001831
NXT Motion_14_4_250,False,2234.2591549515532,0.4944295883178711,1.3897855281829834
NXT Motion_14_5_200,False,1792.4467223560573,0.4933931827545166,1.3202462196350098
NXT Motion_14_5_205,False,1777.021081973572,0.5116157531738281,1.1642658710479736
NXT Motion_14_5_210,False,1795.0765194678113,0.4959754943847656,1.2965550422668457
NXT Motion_14_5_215,False,1788.043480456622,0.5207815170288086,1.2323439121246338
NXT Motion_14_5_220,False,1788.963582777156,0.5068292617797852,1.1788437366485596
NXT Motion_14_5_225,False,1781.411775207517,0.5557205677032471,1.1958131790161133
