name,schedulable,makespan,schedulerTime
Flexray_0.5,True,0.002876514941596934,27.06535816192627
Flexray_0.51,True,0.003269808041778113,28.204639673233032
Flexray_0.52,True,0.0031374989390133105,33.148547649383545
Flexray_0.53,True,0.003126859696381889,35.64308142662048
Flexray_0.54,True,0.0032198540716881757,36.036264181137085
Flexray_0.55,True,0.0032253714099697234,46.21532416343689
Flexray_0.56,True,0.003248294410182859,39.859349966049194
Flexray_0.57,True,0.0033581866277674816,40.175740242004395
Flexray_0.58,True,0.0037203490851301264,39.31349587440491
Flexray_0.59,True,0.003384152829771805,36.55681371688843
Flexray_0.6,True,0.003509064102507639,46.58391761779785
Flexray_0.61,True,0.0037246868329962905,40.54574751853943
Flexray_0.62,True,0.003778824833460646,40.079407930374146
Flexray_0.63,True,0.0037922306180522185,37.88528823852539
Flexray_0.64,True,0.003571758243586095,35.766242027282715
Flexray_0.65,True,0.004196341300584061,47.87030482292175
Flexray_0.66,True,0.0038991247426070088,39.95921063423157
Flexray_0.67,True,0.0039814255892430634,39.92563605308533
Flexray_0.68,False,0.00416236308828174,24.889400482177734
Flexray_0.69,False,0.0041956389188713,26.732084035873413
Flexray_0.7,False,0.004153301409081885,26.23402714729309
Flexray_0.71,False,0.004161812319343421,25.357959270477295
Flexray_0.72,False,0.004189443487104217,28.173332929611206
Flexray_0.73,False,0.004165828437618226,27.759796619415283
Flexray_0.74,False,0.004183075143934197,24.255017280578613
Flexray_0.75,False,0.004184838126355395,26.07630157470703
Flexray_0.76,False,0.004193732440076778,23.31217932701111
Flexray_0.77,False,0.004156266229880581,25.178139448165894
Flexray_0.78,False,0.004185221070070909,25.007118940353394
Flexray_0.79,False,0.004161372933518634,22.924404621124268
Flexray_0.8,False,0.00408865570025439,23.34989833831787
Flexray_0.81,False,0.00416834291277653,23.936973333358765
Flexray_0.82,False,0.004140091074476893,23.866745948791504
Flexray_0.83,False,0.004173596213899542,24.84082865715027
Flexray_0.84,False,0.004153663909307256,20.93226170539856
Flexray_0.85,False,0.004174728304510709,21.154261350631714
Flexray_0.86,False,0.004148898816663391,20.977243900299072
Flexray_0.87,False,0.00419399317870791,23.209627151489258
Flexray_0.88,False,0.0041783679851105674,24.350374698638916
Flexray_0.89,False,0.00419931326454143,20.2852783203125
Flexray_0.9,False,0.004153726940100978,21.43160915374756
Flexray_0.91,False,0.004198410131060227,19.726061582565308
Flexray_0.92,False,0.00417046521585108,23.56083393096924
Flexray_0.93,False,0.004138869287850768,22.043061017990112
Flexray_0.94,False,0.004081005608683519,17.275201559066772
Flexray_0.95,False,0.004180231081833118,19.554492473602295
Flexray_0.96,False,0.004124613688715153,18.269744396209717
Flexray_0.97,False,0.0041693627226669005,21.04501247406006
Flexray_0.98,False,0.004185837260932492,20.325540781021118
Flexray_0.99,False,0.004194272342983685,20.427517890930176
Flexray_1.0,False,0.004170378712501003,18.595585107803345
NXT Motion (specialized)_0.5,False,2.7798989109625283e-05,0.9118185043334961
NXT Motion (specialized)_0.51,False,2.6852955197498158e-05,0.7519025802612305
NXT Motion (specialized)_0.52,False,2.8480646792070293e-05,0.7009737491607666
NXT Motion (specialized)_0.53,False,2.834199777498201e-05,0.6684155464172363
NXT Motion (specialized)_0.54,False,2.7353472140199147e-05,0.7219257354736328
NXT Motion (specialized)_0.55,False,2.683046643313982e-05,0.6580080986022949
NXT Motion (specialized)_0.56,False,2.7541753889371275e-05,0.704660177230835
NXT Motion (specialized)_0.57,False,2.7640175058978506e-05,0.6560513973236084
NXT Motion (specialized)_0.58,False,2.724532398524306e-05,0.7085154056549072
NXT Motion (specialized)_0.59,False,2.789095462815099e-05,0.6722192764282227
NXT Motion (specialized)_0.6,False,2.7530071616591322e-05,0.729820966720581
NXT Motion (specialized)_0.61,False,2.9112785811150896e-05,0.6428916454315186
NXT Motion (specialized)_0.62,False,2.788587444895921e-05,0.7926485538482666
NXT Motion (specialized)_0.63,False,2.9125457499065077e-05,0.6939077377319336
NXT Motion (specialized)_0.64,False,2.7457095063969075e-05,0.685443639755249
NXT Motion (specialized)_0.65,False,2.6978355689899678e-05,0.6131973266601562
NXT Motion (specialized)_0.66,False,2.7276231774916003e-05,0.7277135848999023
