name,schedulable,time
NXT Motion_17_5_215,False,1.7589383125305176
NXT Motion_17_5_220,False,1.8966896533966064
NXT Motion_17_5_225,False,1.903470516204834
NXT Motion_17_5_230,False,1.8853397369384766
NXT Motion_17_5_235,False,1.8039283752441406
NXT Motion_17_5_240,False,1.7226951122283936
NXT Motion_17_5_245,False,1.96858811378479
NXT Motion_17_5_250,False,1.9464671611785889
NXT Motion_18_2_200,False,2.3650283813476562
NXT Motion_18_2_205,False,2.3996822834014893
NXT Motion_18_2_210,False,2.473154067993164
NXT Motion_18_2_215,False,2.3845129013061523
NXT Motion_18_2_220,False,2.3455703258514404
NXT Motion_18_2_225,False,2.315463066101074
NXT Motion_18_2_230,False,2.5531539916992188
NXT Motion_18_2_235,False,2.4614646434783936
NXT Motion_18_2_240,False,2.636383533477783
NXT Motion_18_2_245,False,2.5648298263549805
NXT Motion_18_2_250,False,2.4445204734802246
NXT Motion_18_3_200,False,2.1868343353271484
NXT Motion_18_3_205,False,2.1734774112701416
NXT Motion_18_3_210,False,2.266357183456421
NXT Motion_18_3_215,False,2.1827354431152344
NXT Motion_18_3_220,False,2.4345543384552
NXT Motion_18_3_225,False,2.280376434326172
NXT Motion_18_3_230,False,2.2092278003692627
NXT Motion_18_3_235,False,2.2783095836639404
NXT Motion_18_3_240,False,2.2889535427093506
NXT Motion_18_3_245,False,2.190218448638916
NXT Motion_18_3_250,False,2.0416572093963623
NXT Motion_18_4_200,False,1.9797790050506592
NXT Motion_18_4_205,False,1.848628282546997
NXT Motion_18_4_210,False,1.9324305057525635
NXT Motion_18_4_215,False,1.9585182666778564
NXT Motion_18_4_220,False,2.111646890640259
NXT Motion_18_4_225,False,2.006124973297119
NXT Motion_18_4_230,False,1.9524312019348145
NXT Motion_18_4_235,False,2.1800425052642822
NXT Motion_18_4_240,False,2.0493404865264893
NXT Motion_18_4_245,False,1.9825172424316406
NXT Motion_18_4_250,False,1.9361200332641602
NXT Motion_18_5_200,False,1.8800106048583984
NXT Motion_18_5_205,False,1.7942426204681396
NXT Motion_18_5_210,False,1.8015074729919434
NXT Motion_18_5_215,False,1.864851951599121
NXT Motion_18_5_220,False,1.7965683937072754
NXT Motion_18_5_225,False,1.7029728889465332
NXT Motion_18_5_230,False,1.6839566230773926
NXT Motion_18_5_235,False,1.866581678390503
NXT Motion_18_5_240,False,1.8849403858184814
NXT Motion_18_5_245,False,1.7638585567474365
NXT Motion_18_5_250,False,1.7678329944610596
NXT Motion_19_2_200,False,2.597250461578369
NXT Motion_19_2_205,False,2.523205518722534
NXT Motion_19_2_210,False,2.6700384616851807
NXT Motion_19_2_215,False,2.6435797214508057
NXT Motion_19_2_220,False,2.854403257369995
NXT Motion_19_2_225,False,2.4819586277008057
NXT Motion_19_2_230,False,2.579042911529541
NXT Motion_19_2_235,False,2.615722417831421
NXT Motion_19_2_240,False,2.555516481399536
NXT Motion_19_2_245,False,2.560476303100586
NXT Motion_19_2_250,False,2.4217331409454346
NXT Motion_19_3_200,False,2.1420252323150635
NXT Motion_19_3_205,False,2.0194921493530273
NXT Motion_19_3_210,False,2.2361443042755127
NXT Motion_19_3_215,False,2.194066286087036
NXT Motion_19_3_220,False,2.1335556507110596
NXT Motion_19_3_225,False,2.232635974884033
NXT Motion_19_3_230,False,2.0869927406311035
NXT Motion_19_3_235,False,2.086944580078125
NXT Motion_19_3_240,False,2.2178282737731934
NXT Motion_19_3_245,False,2.0959036350250244
NXT Motion_19_3_250,False,2.0991013050079346
NXT Motion_19_4_200,False,2.0273616313934326
NXT Motion_19_4_205,False,1.8920660018920898
NXT Motion_19_4_210,False,2.1474599838256836
NXT Motion_19_4_215,False,1.9211890697479248
NXT Motion_19_4_220,False,2.0249297618865967
NXT Motion_19_4_225,False,1.9873368740081787
NXT Motion_19_4_230,False,1.8636596202850342
NXT Motion_19_4_235,False,2.0215365886688232
NXT Motion_19_4_240,False,1.8750958442687988
NXT Motion_19_4_245,False,1.8575823307037354
NXT Motion_19_4_250,False,2.050724506378174
NXT Motion_19_5_200,False,1.8825721740722656
NXT Motion_19_5_205,False,1.910212516784668
NXT Motion_19_5_210,False,1.8924403190612793
NXT Motion_19_5_215,False,1.9371585845947266
NXT Motion_19_5_220,False,1.7969422340393066
NXT Motion_19_5_225,False,1.9157729148864746
NXT Motion_19_5_230,False,1.6885972023010254
